id,startdate,datestamp,gender,bundesland,age,education,university,recall,recallland,recallland_other,econinterven,saleconinterven,environment,salenvironment,protectionism,salprotectionism,redistribution,salredistribution,eucohesion,saleucohesion,euenlargement,saleuenlargement,euforeign,saleuforeign,euintegrationtoofar,saleuintegrationtoofar,euposition,saleuposition,civliblaworder,salcivliblaworder,immigratepolicy,salimmigratepolicy,lgb,sallgb,multiculturalism,salmulticulturalism,trans,saltrans,urbanrural,salurbanrural,random,ptv_spd,ptv_cdu,ptv_csu,ptv_greens,ptv_fdp,ptv_afd,ptv_left,ptv_bsw,ptv_freevoters,ptv_volt,ptv_climatelist,votinteu,normdem,demsat,popnonreg_pc1,popnonreg_pc2,popnonreg_pc4,popnonreg_pc5,popnonreg_pc6,popnonreg_pc7,popnonreg_pc8,popreg_pc1,popreg_pc2,popreg_pc4,popreg_pc5,popreg_pc6,popreg_pc7,popreg_pc8,popreg_pc9,popreg_pc10,popreg_pc12,popreg_pc13,popreg_pc14,popreg_pc15,popreg_pc16,peoplecentrism,antielitism,polint,euitems_pc1,euitems_pc3,euitems_pc4,euitems_pc5,euitems_pc6,euitems_pc7,euitems_pc8,popgen_pc1,popgen_pc2,popgen_pc5,popgen_pc6,popgen_pc7,wishesmajority,wishesmajority_spd,wishesmajority_cdu,wishesmajority_csu,wishesmajority_greens,wishesmajority_fdp,wishesmajority_afd,wishesmajority_left,wishesmajority_bsw,wishesmajority_freevoters,wishesmajority_nonofparties,votint,trustslider_breg,trustslider_btag,trustslider_parties,trustslider_politicians,trustslider_eu,trustslider_nato,trustslider_army,trustslider_russia,trustslider_usa,trustslider_china,trustslider_bverfg,trustslider_verfsch,lrgen,socself,urbanrurallive,out,w
422,2024-05-28T21:11:43Z,2024-05-28T21:23:06Z,1,1,8,5,2,3,NA,NA,4,7,2,10,3,7,4,10,7,4,7,NA,9,7,7,NA,9,NA,7,7,3,9,9,9.5,5,4,9,NA,6,3,1,1,-3,-5,5,-5,-5,-5,-5,-5,0.5,-2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,3,2,1,3,3,5,4,3,5,5,4,2,3,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,3,-5,1.5,-5,3,3,6,6,3,FALSE,1.1358373684829195
469,2024-05-28T21:12:32Z,2024-05-28T21:20:32Z,1,6,11,5,1,3,NA,NA,6,8,1,11,2,9,3,8.5,8.5,7.5,4.5,5.5,8.5,9.5,6,6,9,9,7.5,7,2,9.5,11,8,4,9,8.5,7,8,5,1,0,-5,-5,5,-5,-5,-5,-5,-5,-3,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,4,4,2,9.5,3,4,5,3,4,5,4,4,3,4,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,1.5,-3.5,1,1.5,2,-1.5,-5,-2.5,-5,2.5,-3.5,4,10,1,FALSE,0.6527366866815115
478,2024-05-28T21:12:46Z,2024-05-28T21:33:12Z,2,10,7,5,1,99,NA,NA,3,10,4,9,6,NA,2.5,10.5,6,NA,7,6,9,6,6,6,11,10,6,6,5,6,11,9.5,5,6,6,NA,10,7,1,1,-3,-5,4,-3,-5,-1,-5,-5,-5,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,1,1,3,NA,4,4,3,3,5,3,2,3,3,3,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3.5,3,3,3,4,2,-5,1,-4.5,4.5,3,3,10,1,FALSE,0.9484194818296698
487,2024-05-28T21:12:55Z,2024-05-28T21:23:13Z,1,1,4,5,1,3,NA,NA,3.5,5,4,8,6,6.5,4,7.5,9.5,7.5,9,6,11,9.5,10,9,11,11,5.5,5,1,7.5,11,11,3,9,11,11,6,4.5,1,0,-3,-4,5,-3,-5,0,-4,-4,1,-1.5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,3,2,3,1.5,5,5,5,4,4,5,4,5,1,2,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,3.5,2,2,3.5,3.5,2,-5,0,-5,5,4,5,11,1,FALSE,0.9022838674142262
506,2024-05-28T21:13:18Z,2024-05-28T21:31:07Z,1,15,12,2,2,1,NA,NA,7,6,8,8,8,7.5,8,8,6.5,6.5,5.5,8,8,8,8,8,9,9,8.5,7.5,8,9,7,7,10,9,6,6,10,10,1,1,0,-5,-2.5,-2,-5,-5,-5,-5,-5,-5,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,5,4,5,4,5,5,2,1,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2.5,4.5,2,2,2.5,4,4,-5,2,-5,5,4,7,6.5,5,FALSE,1.050615698853713
513,2024-05-28T21:13:28Z,2024-05-28T21:26:18Z,2,10,9,5,2,3,NA,NA,5,6,1,11,4.5,7,8,9,7,6.5,11,8,10.5,9.5,8.5,7,8.5,9,6,NA,4.5,8,11,8.5,4,9.5,11,7,2,8.5,2,1,-2,-5,5,-4,-5,-3.5,-5,-5,0,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4.5,4,4,5,3,4,5,5,4,4,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,-1,-1,-1,1,0.5,-5,1,-5,3,1,3.5,8,5,FALSE,1.6037683741521909
555,2024-05-28T21:14:17Z,2024-05-28T21:27:54Z,1,9,10,4,2,1,NA,NA,1,6,1,8,9.5,5,1,11,9,7.5,9,7.5,9,5,2,7.5,11,6,8.5,7.5,4,8,11,6,1,8,11,6,1,7,1,5,-5,-5,5,-5,-5,-5,-5,-5,2,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,10,4,5,5,5,4,5,5,4,4,1,2,3,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,3,3,5,5,-5,4,-5,5,5,2,9.5,5,FALSE,0.7400088633523524
560,2024-05-28T21:14:25Z,2024-05-28T21:23:27Z,1,9,7,5,2,3,NA,NA,9,NA,6,NA,8,NA,5,NA,6,NA,7.5,NA,9,NA,6,1.5,8,NA,9,NA,9,NA,11,NA,8,NA,6,1.5,3,NA,2,4,4,-5,4,2,-5,-5,-5,-5,-5,-5,1,4.5,4,2,4,2,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,4,3,4,4,2,3,1,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2.5,4,4,5,-4.5,-5,4,-5,5,-4.5,5.5,5.5,5,FALSE,0.7387461426411293
573,2024-05-28T21:14:43Z,2024-05-28T21:36:01Z,1,2,11,2,2,3,NA,NA,3,5.5,3,9.5,4,5,1.5,9,9,10,10,9.5,11,11,10,9.5,10,8.5,5,7.5,2,7.5,9.5,8,4,8,9,7,7,5,1,-3,-4,-4,4,-4.5,-5,-1.5,-4.5,-4.5,5,0,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,3,2.5,8,5,4,5,4,4,5,4,3,3,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-3.5,1,-0.5,-0.5,1,3,2.5,-5,2,-4.5,4,3,4,10,4,FALSE,0.7171679675782225
580,2024-05-28T21:14:51Z,2024-05-28T21:25:20Z,1,16,5,5,2,6,6,NA,4.5,7.5,3,1.5,6,NA,3,3.5,9,10,9,9,9.5,10,9.5,9,10,9.5,3.5,3,4.5,2.5,9,7.5,7,6.5,8.5,8,6,3,1,2,-4,-2.5,3,-5,-5,3,-5,-5,0,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,9.5,5,4,4,3,3,4,3,2,3,3,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2.5,0.5,-2,2,2.5,4,-4,0,-4,3,-3,3.5,9,3,FALSE,0.9049876290032242
583,2024-05-28T21:14:59Z,2024-05-28T21:26:10Z,1,2,10,5,2,2,NA,NA,5,7,5,NA,8,NA,7,NA,10,NA,9,7,9,NA,7,NA,10,NA,7,7,4,6,6,NA,7,7,6,NA,6,NA,2,-3,-3,1,-2,-3,-5,-5,-5,-4,-3,-5,2,4,4,2,4,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,4,4,5,3,3,2,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,1,2,1,1,3,2,-5,2,-2,5,2,6.5,4,1,FALSE,0.7171679675782225
609,2024-05-28T21:15:41Z,2024-05-28T21:24:33Z,2,2,4,5,1,3,NA,NA,3.5,NA,1,11,5,NA,1,8,8.5,NA,8.5,NA,8.5,7,11,NA,11,11,4.5,NA,2.5,NA,11,10,3.5,NA,11,NA,6,NA,2,2,-4,-4,5,-3,-5,-4,-5,-5,2,-1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5,5,5,5,4,4,5,4,5,2,2,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2.5,3.5,3.5,4,-5,3,-5,4.5,3.5,3,10,5,FALSE,0.9939757187617574
610,2024-05-28T21:15:41Z,2024-05-28T21:27:55Z,2,7,10,5,2,1,NA,NA,5,9,4.5,8,1,8,4.5,7.5,6.5,3.5,9,9.5,11,11,11,9,11,11,4.5,8.5,6.5,3.5,11,11,6,7,11,9,5.5,1.5,1,-5,-1.5,-5,5,-3,-5,-5,-5,-5,4,-2.5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,1,1,4,5,5,3,4,5,5,2,2,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,3,3,5,5,-5,2,-5,3,1,5,9,4,FALSE,0.929676417257975
615,2024-05-28T21:15:50Z,2024-05-28T21:26:08Z,1,1,7,5,1,3,NA,NA,4,5,8,5,7.5,7.5,2,11,8,4,6,NA,10,10,8,7,9,4,8,9,3.5,8,6,2.5,3,9,8,2.5,10,8,1,2,-4,-5,4,-2.5,-5,-2,-5,-5,3,1.5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,2,2,2,8.5,4,4,2,5,2,4,5,1,2,4,3,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-2,-2,1,1,-2,2.5,-3,-5,-1,-4,3,0.5,3,11,4,FALSE,0.8502686444639767
616,2024-05-28T21:15:54Z,2024-05-28T21:32:42Z,1,14,6,4,2,NA,NA,NA,7,NA,8,NA,7,NA,7.5,NA,6,NA,6,NA,7.5,NA,6.5,NA,9.5,NA,9,NA,8.5,NA,7,NA,8,NA,6.5,NA,4,NA,2,-4,4,-5,-2,-0.5,-5,-5,-5,-5,0,-5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.5,4,5,5,3,5,5,5,5,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,2,-3.5,-1,4.5,0,-2,4.5,4,-5,4,-5,3,4,7,8,5,FALSE,0.8026125473408879
645,2024-05-28T21:16:45Z,2024-05-28T21:28:54Z,1,10,8,5,1,4,NA,NA,9,11,8,8,4,4,6,3,7,7,6,1.5,9,9,6,3.5,6,6,5,5,8,8,6,1,8,9,6,1.5,4.5,5,2,-5,-3.5,-5,-5,1,-5,-5,-5,-5,-5,-5,2,5,5,2,4,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,4,3,3,3,5,4,2,3,2,2,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-4,3,3,0,0,5,5,-5,3,-5,4.5,5,9,7,3,FALSE,0.6834937629584751
648,2024-05-28T21:16:52Z,2024-05-28T21:27:35Z,1,6,8,4,1,3,NA,NA,4,8,5,11,6.5,NA,4.5,NA,7,4,7,NA,11,9,9.5,7.5,11,7.5,4,NA,2.5,8.5,11,8.5,4.5,NA,11,5.5,6,NA,2,2,-4,-4.5,5,-3,-5,-3,0.5,-5,2,0,3,5,4,2,3,1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,5,5,4,4,5,4,5,2,3,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,-2,1,3,3,2,-5,1,-5,5,3.5,4.5,9,2,FALSE,0.6527366866815115
679,2024-05-28T21:17:50Z,2024-05-28T21:37:30Z,2,12,11,5,2,4,NA,NA,10,10,3,3,3.5,3.5,8.5,8.5,7,7,9,8.5,9.5,9.5,8,8,8.5,8.5,8.5,8.5,8,8,7,7,9,9,4,2.5,2,2,1,-4,2,-1.5,-2.5,2,-5,-5,-5,-1,-1,-1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,7,5,4,5,3,4,5,5,5,3,3,4,3,4,4,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,-0.5,-1,-1,-1.5,-1.5,-0.5,-5,-2,-5,-1.5,-1.5,8,7,6,FALSE,0.929676417257975
686,2024-05-28T21:18:04Z,2024-05-28T21:28:54Z,1,10,12,5,2,2,NA,NA,8,8.5,9.5,7,4.5,7,5,7.5,7,7,5.5,4.5,8.5,8.5,6.5,6,9,8,8.5,7.5,7.5,9.5,7.5,5.5,7,5.5,5,3.5,7,5.5,2,1.5,-0.5,-4.5,1.5,2,-5,-1.5,1.5,1.5,3,-0.5,3,5,4,2,4,2,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.5,3,5,5,3,5,4,4,4,3,2,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3.5,2,2.5,1.5,3.5,-1,-3.5,-2,-3,4.5,2,4.5,7.5,1,FALSE,1.1908090855869238
719,2024-05-28T21:19:09Z,2024-05-28T21:29:46Z,1,13,6,5,2,4,2,NA,10,9.5,8.5,7,2,7.5,8.5,8,8,2.5,8,7,1,10,4,3,7.5,4,7,7,4,NA,11,6,6,8,9,4,9,6,2,-1,2,NA,-3,5,-5,-5,-5,-4.5,-4,-5,4,4.5,4,3,5,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5,4,4,4,5,5,2,1,2,2,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,3.5,3,2,-2,4,5,-5,3.5,-5,4,1,7,8.5,1,FALSE,0.8026125473408879
728,2024-05-28T21:19:23Z,2024-05-28T21:32:05Z,2,11,11,3,2,3,NA,NA,4,NA,1,9,3.5,3,3,NA,9.5,NA,10,NA,9.5,NA,9.5,NA,10,NA,3,NA,3,NA,11,NA,3.5,NA,11,NA,2.5,2,1,NA,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,4,4,1,11,4,5,5,3,5,5,4,5,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.5,2,2,0.5,2.5,2,-5,-1.5,-3,1,2,1,11,5,FALSE,0.929676417257975
732,2024-05-28T21:19:27Z,2024-05-28T21:28:54Z,1,10,9,5,2,4,NA,NA,4.5,3,5,NA,5,6,6,NA,6,NA,9,7,9,9,7,NA,11,3.5,8,NA,8,9,11,11,7,NA,11,11,6,NA,1,0,2,-5,-1,0,-2.5,-5,-5,-4,0,-5,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,2,1,3.5,5,4,5,4,5,5,5,4,2,2,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1.5,1.5,3,5,3.5,-5,1.5,-5,5,2,7,7,3,FALSE,0.9285192683272518
743,2024-05-28T21:19:45Z,2024-05-28T21:49:10Z,2,10,12,2,2,3,NA,NA,6,6,1,11,9.5,9,9,8,6,6,8,6,9.5,9.5,8.5,7.5,6.5,6,10.5,10.5,4,6,9.5,9,9.5,9.5,10.5,6,8,6,1,5,-4.5,-5,5,-5,-5,3,0,-4,5,5,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,2,3,8,8.5,3,4,4,3,4,4,5,3,4,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-2,0,0,-2,0,0,-2,-5,-2.5,-5,5,3.5,3.5,9,4,FALSE,3.187284286497271
781,2024-05-28T21:21:24Z,2024-05-28T21:35:33Z,2,7,10,3,2,3,NA,NA,4.5,7.5,4.5,7.5,8,NA,5,NA,8.5,8.5,8.5,NA,7.5,NA,8.5,7.5,9.5,NA,6,NA,3.5,10,11,6,7.5,NA,9,NA,9,8.5,2,-4.5,-4.5,-5,5,-5,-5,-5,-5,-5,-5,-5,3,5,5,1,4,2,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,5,3,5,3,5,5,4,5,3,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.5,0.5,2,1.5,4,3.5,-5,1.5,-5,5,2.5,3.5,7.5,4,FALSE,0.929676417257975
797,2024-05-28T21:21:54Z,2024-05-28T21:34:35Z,1,10,8,4,2,1,NA,NA,5,6,6,6,8,8,1,11,2,10,2,10,11,11,4,8,6,6,11,11,10,10,7,6,10,10,6,6,6,6,1,-5,1,-5,-1,-5,-5,-5,-5,-5,-5,-5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,3,2,1,7,4,4,4,4,4,4,2,4,4,3,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-5,5,4,4,0,4,4,-5,4,4,4,4,5,5,1,FALSE,0.9285192683272518
804,2024-05-28T21:22:12Z,2024-05-28T21:36:29Z,1,10,10,5,1,2,NA,NA,7.5,10.5,5,9.5,4,8,2,8,8,5.5,5.5,7,9.5,8,5.5,7,6,6.5,8,10,9,9,9,6.5,7,7,4,2,6.5,7.5,2,-4,1,-5,-2.5,0,-5,-5,-5,-5,-5,-5,2,5,3,3,3,3,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,4,4,3,4,4,4,4,3,3,2,4,3,4,NA,Y,NA,Y,Y,NA,NA,NA,NA,NA,2,-1,-1,0,0,0,2,1.5,-5,-0.5,-1,2,-1,5.5,7.5,3,FALSE,0.6834937629584751
811,2024-05-28T21:22:28Z,2024-05-28T21:32:11Z,1,3,11,2,2,4,NA,NA,2.5,8,6,6,2.5,9.5,8.5,8.5,10,10,2,10.5,11,11,11,11,11,11,3,10,9.5,11,6,1,6,11,6,1,6,6,2,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,0,19,5,4,3,3,4,3,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.5,NA,4,5,3,5,5,4,4,4,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,99,-2.5,2.5,0,0,0,3.5,3.5,-5,0,-5,5,1.5,6,6,1,FALSE,1.0189962426726449
813,2024-05-28T21:22:32Z,2024-05-28T21:29:50Z,1,6,8,5,2,6,NA,NA,1.5,6.5,2.5,9.5,5,NA,1,10.5,10,8,7,7,11,10,10,7.5,9.5,9.5,3,8.5,2,9,11,11,2,10,11,7.5,6.5,3.5,1,-1.5,-4,-5,5,-5,-5,3,-2.5,-5,-1,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,2,2,1.5,NA,4,3,3,2,4,3,4,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,1,-5,2,-5,4.5,1,2.5,10.5,1,FALSE,0.7400088633523524
815,2024-05-28T21:22:33Z,2024-05-28T21:33:02Z,1,10,6,5,1,2,NA,NA,8.5,7,10,9,6,3,10,10,6,6,4,10,9,9,2,11,8,8,5,8,11,11,5,6,11,11,1,7,6,4,2,-5,5,5,-5,2.5,-2,-5,-5,3,NA,-5,2,4,2,4,1,5,4,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,8.5,5,5,4,1,5,4,4,4,4,4,4,2,4,5,NA,Y,Y,NA,NA,NA,NA,NA,Y,NA,2,-5,-3,-4,-5,-4,5,5,-5,3.5,-5,-1.5,-5,9,10,4,FALSE,0.6281882481274339
817,2024-05-28T21:22:37Z,2024-05-28T21:34:34Z,1,1,11,3,2,2,NA,NA,9,8.5,5.5,NA,5,5.5,9,NA,8,7,7,7,10.5,10.5,8,NA,9,8.5,9.5,7.5,11,11,10,8.5,11,11,7.5,6.5,1,3,1,-5,4,-5,-0.5,-5,-5,-5,-5,1.5,1.5,0.5,15,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,2,3,4,2,11,11,NA,3,4,1,3,4,4,5,4,3,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,2,-5,-1,-3,0,-0.5,1,3,-5,-5,-5,4,-1,7,8,4,FALSE,1.1358373684829195
838,2024-05-28T21:24:03Z,2024-05-28T21:36:07Z,1,15,8,5,2,2,NA,NA,9,9,9,9,7,8,10.5,10.5,3.5,9,8,NA,4,8,3,10,7,6.5,5,NA,11,11,1,11,11,11,1,11,2,9,1,-5,5,5,-5,1,4.5,-5,-5,3.5,NA,-5,14,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,4,4,4,9,10.5,5,5,2,2,5,4,4,4,4,3,2,4,3,4,NA,Y,Y,NA,NA,NA,NA,NA,Y,NA,25,-5,1.5,-2.5,-3,-4,4,4,-5,1,-5,2,-3.5,9,2.5,5,FALSE,0.7400088633523524
842,2024-05-28T21:24:10Z,2024-05-28T21:33:33Z,2,13,11,4,2,1,3,NA,6.5,8.5,5,9.5,8,9,8,8.5,8.5,8.5,5.5,8.5,10.5,9.5,7,8.5,10,10,9,8.5,8.5,9,6,6,8.5,8,5.5,4.5,6.5,7.5,1,5,2.5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,5,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,3.5,7,3,3,5,4,5,5,4,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,2.5,-0.5,-1,1.5,1.5,-1,-5,-4.5,-5,2,-1.5,6,7,4,FALSE,1.403415348722371
845,2024-05-28T21:24:14Z,2024-05-28T22:09:13Z,2,7,8,4,1,3,NA,NA,8,NA,3,9,3.5,8,3,9,9,NA,6,10.5,9,NA,6,6,6,NA,3,8.5,1,9,9,NA,4,NA,8,NA,3,NA,1,2,-3,-5,5,-2,-5,-2,-5,-5,5,0,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,6,4,4,5,3,5,5,3,2,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,0,-2,3,2.5,2.5,-5,2.5,-5,4,1.5,3,9.5,5,FALSE,1.0217643795375708
846,2024-05-28T21:24:14Z,2024-05-28T21:31:24Z,1,1,10,5,1,3,NA,NA,7,8,4,8.5,2.5,6,5.5,6,7,6.5,10,10.5,10,9.5,9.5,10,11,11,4,6,6.5,10.5,6,3.5,6,9.5,6,2.5,8.5,6,1,-4.5,0,-5,4.5,-3.5,3,2,-5,-5,2,-4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1.5,5,5,5,4,5,5,2,2,2,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1.5,2.5,3,3.5,3,-5,3,-5,4.5,3,5,9,3,FALSE,0.6326618188895786
860,2024-05-28T21:24:44Z,2024-05-28T21:43:19Z,2,1,12,4,2,3,NA,NA,1,11,1.5,11,4,4,1,11,2.5,11,9,9,8.5,8.5,8.5,8.5,9,9,8,8,8.5,8.5,9,9,9,9,10,11,3,8.5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0.5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,4,5,5,4,4,5,5,5,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,3.5,3.5,2,2.5,4,4,-5,-0.5,-5,4,4,1,10,4,FALSE,2.3346436607125427
920,2024-05-28T21:26:43Z,2024-05-28T21:38:30Z,1,3,7,6,2,1,NA,NA,8.5,7.5,10,8,3,3,7,7,9,9,8,8,7,7,9.5,4,10,10,9,9,9,9,10.5,NA,9,9,8,8,5.5,6.5,2,-5,1,-5,2,-3,-5,-5,-5,-5,-0.5,2,15,5,5,4,3,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8.5,4,5,3,2,5,3,4,4,4,2,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,-1,-2,-4.5,-3,-1,5,5,-5,-2.5,-5,5,3.5,6.5,3.5,2,FALSE,0.7694991315989858
938,2024-05-28T21:27:29Z,2024-05-28T21:43:32Z,1,8,6,5,1,1,NA,NA,3.5,7,2.5,10,6,7,2,11,9,7,6,6,10,10,8,7,11,11,6,6,2,8,11,11,3,8,11,11,6,9,1,5,-2,-3,5,-3,-5,-3,-5,-5,-4,-3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4,3,5,2,4,5,4,3,2,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,2,2,3,5,1,-5,4,-5,5,3,4,8.5,1,FALSE,0.4594334692467073
